Country,YEAR,GDP,Inflation,CPI
Colombia,2004,7808.26719,5.901261815,75.8409401
Comoros,2004,1936.05453,4.474992891,81.9444382
Cabo Verde,2004,3814.77217,-1.89082172,82.2317962
Costa Rica,2004,9308.6345,12.31481502,55.7746595
Caribbean small states,2004,11840.3194,2.354332221,
Cuba,2004,,,
Curacao,2004,23788.3703,1.379121381,80.9096873
Cayman Islands,2004,,,
Cyprus,2004,25944.8535,2.286217068,86.5529089
Czech Republic,2004,20932.0784,2.760107817,85.3879233
Germany,2004,31333.8363,1.665733409,91.0492556
Djibouti,2004,,3.122262047,75.4575125
Dominica,2004,7453.92409,2.394109821,84.7540998
Denmark,2004,32938.6921,1.154356931,88.4028212
Dominican Republic,2004,7508.86544,51.46085983,70.4324269
Algeria,2004,10594.0457,3.961800303,80.7103017
East Asia & Pacific (excluding high income),2004,4697.53236,4.534213741,
Early-demographic dividend,2004,4964.27437,4.433141367,
East Asia & Pacific,2004,7459.56589,3.23751394,
Europe & Central Asia (excluding high income),2004,8694.11617,6.921657874,
Europe & Central Asia,2004,19365.0234,2.829477962,
Ecuador,2004,7119.19173,2.742181329,78.297688
"Egypt, Arab Rep.",2004,6650.31697,11.27061933,55.075435
Euro area,2004,29079.5701,2.225679164,
Eritrea,2004,1548.16196,,
Spain,2004,26143.6322,3.039248811,86.0645169
Estonia,2004,14536.3474,3.048111075,76.0001905
Ethiopia,2004,571.565923,3.327370479,40.7798972
European Union,2004,25864.4504,2.286217068,
Fragile and conflict affected situations,2004,3150.46686,3.23751394,
Finland,2004,31201.7349,0.187120559,90.6478766
Fiji,2004,7037.74745,2.827485194,78.9433632
France,2004,29060.451,2.142089646,91.1647222
Faroe Islands,2004,,,
"Micronesia, Fed. Sts.",2004,2754.31234,2.276696982,74.4526673
Gabon,2004,14319.1741,0.408205307,85.5737003
United Kingdom,2004,32058.4155,1.390397567,86.3140374
Georgia,2004,4546.58385,5.656326362,64.6331614
Ghana,2004,2105.40823,18.04273882,45.5366836
Gibraltar,2004,,,
Guinea,2004,1386.8333,,32.1480918
"Gambia, The",2004,2143.36664,14.20674328,77.3171731
Guinea-Bissau,2004,1114.07375,0.883302697,81.4690087
Equatorial Guinea,2004,24290.5908,4.219687871,73.3474593
Greece,2004,25460.4527,2.898848108,82.3983293
Grenada,2004,9015.22197,2.312916782,80.1206952
Greenland,2004,,,
Guatemala,2004,5314.8156,7.578622473,68.3479006
Guam,2004,,,
Guyana,2004,6828.22514,4.668466224,67.6807636
High income,2004,32170.6029,2.119686379,
"Hong Kong SAR, China",2004,34528.214,-0.27472527,88.8020304
Honduras,2004,3007.54976,8.113790971,66.1545448
Heavily indebted poor countries (HIPC),2004,1505.1521,4.474992891,
Croatia,2004,14675.2614,2.055396791,83.0798139
Haiti,2004,2286.8075,21.03183393,60.9538335
Hungary,2004,16272.0058,6.744346796,74.2700103
IBRD only,2004,5758.95582,4.769790719,
IDA & IBRD total,2004,4937.58114,4.463468407,
IDA total,2004,2058.41064,4.214993811,
IDA blend,2004,3169.1863,2.42976608,
Indonesia,2004,5817.83337,6.064059885,62.1845797
IDA only,2004,1503.92521,4.534213741,
Isle of Man,2004,,,
India,2004,2696.65922,3.767251735,63.3536381
Not classified,2004,,,
Ireland,2004,38733.3497,2.199628507,90.9280682
"Iran, Islamic Rep.",2004,14095.6075,14.7615087,43.5594484
Iraq,2004,9734.70357,26.96190682,42.7732228
Iceland,2004,35616.2007,3.158193243,64.4980845
Israel,2004,25238.8808,-0.41173443,86.7401829
Italy,2004,29554.6891,2.206736614,89.2015976
Jamaica,2004,7302.13146,13.55450237,48.6662153
Jordan,2004,7454.73513,3.361868215,73.1977851
Japan,2004,30830.6584,-0.00857339,100.699049
Kazakhstan,2004,12432.3662,6.88205439,57.1285435
Kenya,2004,2012.62484,11.62403554,50.3358929
Kyrgyz Republic,2004,2343.15794,4.110650847,57.3501006
Cambodia,2004,1499.51193,4.319336774,63.9784499
Kiribati,2004,1636.5711,,
St. Kitts and Nevis,2004,17270.8503,2.314554622,78.7408459
"Korea, Rep.",2004,23773.8287,3.590662989,83.8440402
Kuwait,2004,75722.1986,1.248564437,73.0704652
Latin America & Caribbean (excluding high income),2004,9510.6092,4.688408848,
Lao PDR,2004,2363.98994,10.46226673,73.2563557
Lebanon,2004,9670.7449,,
Liberia,2004,750.357318,7.829087049,55.7225111
Libya,2004,23921.1978,-2.19756774,77.7417498
St. Lucia,2004,10573.7781,1.460368144,84.0144119
Latin America & Caribbean,2004,9788.96489,4.32326493,
Least developed countries: UN classification,2004,1491.83787,4.534213741,
Low income,2004,1189.14878,4.213762688,
Liechtenstein,2004,,,
Sri Lanka,2004,5220.16318,7.57592583,52.1780553
Lower middle income,2004,3659.27653,4.63500759,
Low & middle income,2004,4772.5211,4.668466224,
Lesotho,2004,1533.60718,5.023420686,68.6485782
Late-demographic dividend,2004,6582.58579,3.857303914,
Lithuania,2004,13030.3604,1.164102521,75.6465408
Luxembourg,2004,64692.5971,2.225679164,87.5153044
Latvia,2004,12278.5848,6.192385472,67.5802624
"Macao SAR, China",2004,54558.8874,0.980728452,76.3846299
St. Martin (French part),2004,,,
Morocco,2004,4554.8501,1.493444034,88.838812
Monaco,2004,,,
Moldova,2004,4429.33026,12.52427684,58.1785408
Madagascar,2004,1337.14512,13.9558018,53.1602111
Maldives,2004,10251.1604,-1.68541212,72.3713246
Middle East & North Africa,2004,13510.7512,3.122262047,
Mexico,2004,12090.9912,4.688408848,77.4154528
Marshall Islands,2004,2693.53496,,
Middle income,2004,5105.17923,4.688408848,
North Macedonia,2004,7172.00499,-0.44865021,86.3525
Mali,2004,1437.71128,-3.09978128,80.6971916
Malta,2004,21545.4252,2.790828481,86.3477818
Myanmar,2004,1392.71214,4.534213741,40.716522
Middle East & North Africa (excluding high income),2004,8645.22415,3.797040176,
Montenegro,2004,7842.30215,,
Mongolia,2004,4965.02724,8.241154494,50.8125142
Northern Mariana Islands,2004,,,
Mozambique,2004,652.981336,,57.2411129
Mauritania,2004,3329.05148,10.36762335,67.1111329
Mauritius,2004,11061.3835,4.710370601,69.4340839
Malawi,2004,1023.88051,11.42980608,55.6247641
Malaysia,2004,15454.4359,1.421271159,85.2367524
North America,2004,40962.001,2.267247706,
Namibia,2004,6595.63507,4.136632131,69.8119653
New Caledonia,2004,,,
Niger,2004,840.895701,0.262543757,82.1228257
Nigeria,2004,3242.64505,14.99803382,52.0844651
Nicaragua,2004,3199.22003,8.470210636,57.4176073
Netherlands,2004,35809.7857,1.263647392,91.1406917
Norway,2004,42549.9439,0.454498502,88.0010859
Nepal,2004,1578.50729,2.841811312,64.1250704
Nauru,2004,4389.81488,,
New Zealand,2004,25091.157,2.290249028,84.4489621
OECD members,2004,28413.8176,2.257964096,
Oman,2004,42031.1334,0.624969063,74.5839821
Other small states,2004,14256.7254,3.158193243,
Pakistan,2004,3521.26122,7.444624693,51.1432279
Panama,2004,9704.57767,0.474723078,79.0282543
Peru,2004,6086.62046,3.662473201,85.739567
Philippines,2004,4116.93757,4.829210836,73.8589212
Palau,2004,11633.2219,4.964075767,77.4457831
Papua New Guinea,2004,2177.26366,2.158931313,75.7575024
Poland,2004,13353.6821,3.382646819,85.0275576
Pre-demographic dividend,2004,2401.00468,4.10703594,
Puerto Rico,2004,28989.6283,,
"Korea, Dem. People's Rep.",2004,,,
Portugal,2004,21477.8262,2.365362041,89.7217675
Paraguay,2004,7225.60781,4.32326493,66.8069398
West Bank and Gaza,2004,3013.3813,3.004174986,77.5176801
Pacific island small states,2004,4397.13191,4.964075767,
Post-demographic dividend,2004,31434.4729,2.079244646,
French Polynesia,2004,,,
Qatar,2004,113889.986,6.79933665,67.6359229
Romania,2004,8990.32565,11.87436359,67.9663856
Russian Federation,2004,10226.7666,10.88861573,54.5315199
Rwanda,2004,844.816569,12.25071029,59.3835186
South Asia,2004,2670.91118,3.767251735,
Saudi Arabia,2004,44614.4367,0.515506767,76.8783295
Sudan,2004,3245.95996,9.657546286,52.147369
Senegal,2004,2270.28577,0.514781781,85.6304782
Singapore,2004,54377.3439,1.662727199,87.5794304
Solomon Islands,2004,1623.04379,6.985842027,61.2829648
Sierra Leone,2004,876.127836,,
El Salvador,2004,4979.22034,4.451943924,80.4658234
San Marino,2004,62193.9841,1.430838685,85.9459158
Somalia,2004,,,
Serbia,2004,8487.60465,11.02636272,56.1625248
Sub-Saharan Africa (excluding high income),2004,2528.04739,4.178160001,
South Sudan,2004,,,
Sub-Saharan Africa,2004,2529.30369,4.136632131,
Small states,2004,13094.2928,3.085186561,
Sao Tome and Principe,2004,2088.19002,13.28588609,33.4367163
Suriname,2004,9772.63939,9.98632512,62.7388139
Slovak Republic,2004,15226.3384,7.548500882,84.5113365
Slovenia,2004,22760.947,3.592975942,84.7410939
Sweden,2004,33858.6114,0.373659829,92.2874531
Eswatini,2004,5705.12539,3.445335073,66.2911297
Sint Maarten (Dutch part),2004,,,
Seychelles,2004,13790.2014,3.857303914,53.6165788
Syrian Arab Republic,2004,,4.433141367,65.5857333
Turks and Caicos Islands,2004,,,
Chad,2004,1325.47239,-5.35540029,79.366361
East Asia & Pacific (IDA & IBRD countries),2004,4751.68769,4.534213741,
Europe & Central Asia (IDA & IBRD countries),2004,9178.45559,6.88205439,
Togo,2004,1052.32366,0.393078681,79.3518647
Thailand,2004,9611.27423,2.759149262,82.8108439
Tajikistan,2004,1579.70106,7.141965087,54.9554364
Turkmenistan,2004,5057.3804,,
Latin America & the Caribbean (IDA & IBRD countries),2004,9677.35336,4.451943924,
Timor-Leste,2004,1317.97861,3.23751394,73.5934264
Middle East & North Africa (IDA & IBRD countries),2004,8707.99836,3.961800303,
Tonga,2004,4208.19166,10.97340537,70.6217433
South Asia (IDA & IBRD),2004,2670.91118,3.767251735,
Sub-Saharan Africa (IDA & IBRD countries),2004,2529.30369,4.136632131,
Trinidad and Tobago,2004,21556.7907,3.72154939,60.4217983
Tunisia,2004,7781.06161,3.63228005,82.5035518
Turkiye,2004,10979.769,8.598261681,60.8739723
Tuvalu,2004,2742.62113,,
Tanzania,2004,1510.92432,4.735801439,63.1530615
Uganda,2004,1422.53189,3.72128744,61.4843054
Ukraine,2004,6736.79541,9.048067861,45.0842627
Upper middle income,2004,6796.32265,4.688408848,
Uruguay,2004,10454.8615,9.157605075,67.3775463
United States,2004,41724.6316,2.677236693,86.6216781
Uzbekistan,2004,3341.98674,,
St. Vincent and the Grenadines,2004,8807.78007,2.960039467,78.5749375
"Venezuela, RB",2004,12211.1845,,
British Virgin Islands,2004,,,
Virgin Islands (U.S.),2004,,,
Vietnam,2004,3426.62476,7.754947487,55.3033191
Vanuatu,2004,2173.93267,1.418918919,82.9169786
World,2004,9588.67706,3.382646819,
Samoa,2004,4260.59016,16.31315079,75.0124357
Kosovo,2004,,-1.06472697,87.4491268
"Yemen, Rep.",2004,3334.00807,12.51509515,53.6312229
South Africa,2004,10061.5974,-0.69203027,72.7582788
Zambia,2004,2029.75133,17.96778911,50.6368579
Zimbabwe,2004,1763.02115,,
Aruba,2005,34254.1353,3.397786778,84.1370485
Africa Eastern and Southern,2005,2651.41435,8.558038022,
Afghanistan,2005,1023.5495,12.68626872,71.5821434
Africa Western and Central,2005,2759.13387,5.631633514,
Angola,2005,4818.77656,22.95351385,53.694805
Albania,2005,5865.3019,2.366581957,86.6719846
Andorra,2005,,,
Arab World,2005,12368.2275,3.493685346,
United Arab Emirates,2005,97719.1576,,
Argentina,2005,13575.3709,,
Armenia,2005,5458.08926,0.638928002,76.3796018
American Samoa,2005,,,
Antigua and Barbuda,2005,20279.5529,2.098751967,89.4604631
Australia,2005,32653.4016,2.691831683,86.3423517
Austria,2005,35013.714,2.299137856,91.3526657
Azerbaijan,2005,6740.42406,9.679507319,61.0203425
Burundi,2005,569.551988,13.25206992,61.2933033
Belgium,2005,33177.8909,2.781432637,90.405871
Benin,2005,2053.52748,5.364520858,85.448773
Burkina Faso,2005,1216.16468,6.415040184,86.925362
Bangladesh,2005,1754.72793,7.046618162,69.153103
Bulgaria,2005,10291.4378,5.038838071,72.7256368
Bahrain,2005,45422.9418,2.586206897,87.4960535
"Bahamas, The",2005,31276.9835,1.591606181,88.1683101
Bosnia and Herzegovina,2005,6479.64575,,85.0497012
Belarus,2005,9647.12118,10.33887945,61.6846217
Belize,2005,6993.54485,,
Bermuda,2005,66239.4668,,
Bolivia,2005,4088.36424,5.393231069,73.0420445
Brazil,2005,10994.3077,6.869537209,79.5436673
Barbados,2005,14826.3576,6.082187295,75.5450624
Brunei Darussalam,2005,75250.7615,1.244437119,95.5299396
Bhutan,2005,4058.12602,5.311513063,74.8456869
Botswana,2005,10344.5334,8.610225285,64.2918037
Central African Republic,2005,745.935981,2.883520734,80.8707832
Canada,2005,36327.2287,2.213552034,91.8503148
Central Europe and the Baltics,2005,14312.2188,3.317178244,
Switzerland,2005,41749.2164,1.171954203,95.7098093
Channel Islands,2005,,,
Chile,2005,12679.2258,3.052576214,83.7280789
China,2005,5056.40472,1.776414077,86.5093181
Cote d'Ivoire,2005,3106.83452,3.885830399,88.1064459
Cameroon,2005,2500.8857,2.013539502,85.749604
"Congo, Dem. Rep.",2005,519.092759,21.31681672,58.5667769
"Congo, Rep.",2005,4365.37379,3.094490115,83.1072422
Colombia,2005,8328.80498,5.051420287,79.6719847
Comoros,2005,2005.09626,3.013323951,84.4136896
Cabo Verde,2005,4148.08416,0.418891613,82.5762582
Costa Rica,2005,9841.74831,13.79829491,63.4706116
Caribbean small states,2005,12566.1688,3.815851436,
Cuba,2005,,,
Curacao,2005,24078.3761,4.117117117,84.2408339
Cayman Islands,2005,,,
Cyprus,2005,27763.1543,2.560161323,88.768803
Czech Republic,2005,22095.3879,1.857097891,86.9736606
Germany,2005,31794.096,1.546909652,92.4577053
Djibouti,2005,,3.104966401,77.8004429
Dominica,2005,7716.92684,1.681900799,86.1795797
Denmark,2005,34150.1595,1.817814583,90.0098206
Dominican Republic,2005,8360.0739,4.190202605,73.3836883
Algeria,2005,11411.1918,1.382446567,81.8260784
East Asia & Pacific (excluding high income),2005,5257.63346,4.540369196,
Early-demographic dividend,2005,5342.91867,4.869396969,
East Asia & Pacific,2005,8117.13523,3.037023326,
Europe & Central Asia (excluding high income),2005,9789.3513,7.87957983,
Europe & Central Asia,2005,20397.9609,2.609323082,
Ecuador,2005,7602.6478,2.407769783,80.182916
"Egypt, Arab Rep.",2005,7037.34118,4.869396969,57.7572765
Euro area,2005,30078.3678,2.487696652,
Eritrea,2005,1575.90865,,
Spain,2005,27606.9341,3.368814098,88.9638704
Estonia,2005,16634.8927,4.079714232,79.1007811
Ethiopia,2005,640.969847,9.969971235,44.8456412
European Union,2005,26815.1436,2.487696652,
Fragile and conflict affected situations,2005,3376.26379,7.240349393,
Finland,2005,32051.794,0.62387445,91.2134055
Fiji,2005,7275.958,2.365764538,80.8109773
France,2005,30498.5769,1.745869364,92.7563392
Faroe Islands,2005,,,
"Micronesia, Fed. Sts.",2005,2912.04093,4.257699782,77.6226384
Gabon,2005,14762.5494,3.708333333,88.7470584
United Kingdom,2005,32747.354,2.08913649,88.1172554
Georgia,2005,5171.57736,8.247090431,69.9635167
Ghana,2005,2242.37708,15.43899202,52.5670886
Gibraltar,2005,,,
Guinea,2005,1443.4596,31.37330259,42.23401
"Gambia, The",2005,2092.56371,4.838621775,81.0582587
Guinea-Bissau,2005,1170.02202,3.329199228,84.1812743
Equatorial Guinea,2005,27976.9688,5.631633514,77.4781194
Greece,2005,25577.5241,3.545072733,85.31941
Grenada,2005,10500.935,3.475806938,82.9055359
Greenland,2005,,,
Guatemala,2005,5544.67671,9.108649857,74.5734715
Guam,2005,,,
Guyana,2005,6901.07564,6.925543039,72.368024
High income,2005,33744.8204,2.523928987,
"Hong Kong SAR, China",2005,38075.2428,0.826446281,89.5359315
Honduras,2005,3211.91054,8.809060748,71.9821388
Heavily indebted poor countries (HIPC),2005,1595.12633,8.169546049,
Croatia,2005,15436.6444,3.317178244,85.8357194
Haiti,2005,2391.79376,13.97300833,69.4709178
Hungary,2005,17112.2022,3.561517114,76.9151494
IBRD only,2005,6305.63101,4.903283509,
IDA & IBRD total,2005,5385.76451,6.397882939,
IDA total,2005,2202.98893,6.836332659,
IDA blend,2005,3388.49623,3.094490115,
Indonesia,2005,6257.65748,10.45319842,68.6848572
IDA only,2005,1611.59293,7.12867502,
Isle of Man,2005,,,
India,2005,2954.54605,4.24634362,66.0438513
Not classified,2005,,,
Ireland,2005,40466.2344,2.429691984,93.1373402
"Iran, Islamic Rep.",2005,14826.935,13.43311801,49.4108405
Iraq,2005,9977.12804,36.95948092,58.581984
Iceland,2005,37322.7399,3.987047828,67.069654
Israel,2005,24853.7779,1.312661499,87.8787879
Italy,2005,30130.6445,1.985292985,90.9725106
Jamaica,2005,7556.87631,15.05286589,55.9918754
Jordan,2005,8047.48395,3.493685346,75.7550854
Japan,2005,32169.8675,-0.28294607,100.414125
Kazakhstan,2005,13941.5009,7.579999291,61.4588867
Kenya,2005,2138.9433,10.31277836,55.526922
Kyrgyz Republic,2005,2385.33801,4.338673918,59.8383345
Cambodia,2005,1724.15277,6.61525912,68.2107902
Kiribati,2005,1736.52686,,
St. Kitts and Nevis,2005,19325.3936,3.37781904,81.4005692
"Korea, Rep.",2005,25186.8676,2.753791627,86.1529303
Kuwait,2005,83729.9872,4.142975836,76.0977569
Latin America & Caribbean (excluding high income),2005,10081.7374,5.393231069,
Lao PDR,2005,2570.78713,7.165417599,78.5054795
Lebanon,2005,9959.86403,,
Liberia,2005,793.880717,10.83435885,61.7596879
Libya,2005,27178.9873,2.650205761,79.8020661
St. Lucia,2005,10755.131,3.898273708,87.2895236
Latin America & Caribbean,2005,10410.3478,4.690948709,
Least developed countries: UN classification,2005,1615.06048,7.564080617,
Low income,2005,1271.38498,8.505850759,
Liechtenstein,2005,,,
Sri Lanka,2005,5673.71425,11.6396861,58.2514172
Lower middle income,2005,3941.26015,5.378875964,
Low & middle income,2005,5212.31572,6.472203357,
Lesotho,2005,1644.58772,3.437884231,71.0086368
Late-demographic dividend,2005,7290.08033,4.142975836,
Lithuania,2005,14510.5301,2.658484841,77.6575927
Luxembourg,2005,68787.8547,2.487696652,89.6924197
Latvia,2005,13913.7883,6.748450279,72.1408828
"Macao SAR, China",2005,59395.2836,4.395892843,79.7424164
St. Martin (French part),2005,,,
Morocco,2005,4795.59912,0.98264166,89.7117792
Monaco,2005,,,
Moldova,2005,4922.80701,11.95918372,65.1362194
Madagascar,2005,1402.61231,18.36382465,62.922459
Maldives,2005,8944.89424,1.300275009,73.3123509
Middle East & North Africa,2005,14289.1503,3.104966401,
Mexico,2005,12657.6377,3.988057146,80.5028253
Marshall Islands,2005,2803.18992,,
Middle income,2005,5584.14027,5.038838071,
North Macedonia,2005,7848.88297,0.525515951,86.8062962
Mali,2005,1529.43755,6.397882939,85.8601034
Malta,2005,22306.6229,3.007966525,88.9450942
Myanmar,2005,1618.41381,9.368618142,44.5310975
Middle East & North Africa (excluding high income),2005,9138.01342,3.800468027,
Montenegro,2005,8313.65223,,82.2054795
Mongolia,2005,5426.8692,12.71656741,57.2741218
Northern Mariana Islands,2005,,,
Mozambique,2005,697.770426,6.427552781,60.9203157
Mauritania,2005,3622.85335,12.12564872,75.2487931
Mauritius,2005,11542.4898,4.93717005,72.8621627
Malawi,2005,1062.51126,15.41034466,64.1967319
Malaysia,2005,16462.2209,2.975070927,87.7726062
North America,2005,43360.9283,2.80314944,
Namibia,2005,6864.48432,2.28194607,71.4050367
New Caledonia,2005,,,
Niger,2005,896.788802,7.797497818,88.5263512
Nigeria,2005,3468.79203,17.86349337,61.3885701
Nicaragua,2005,3394.17523,9.599099861,62.9291807
Netherlands,2005,37625.5617,1.688130179,92.6792652
Norway,2005,47797.5299,1.532133676,89.3493801
Nepal,2005,1663.37005,6.836332659,68.5088735
Nauru,2005,4416.13226,,
New Zealand,2005,25677.4191,3.037023326,87.0136968
OECD members,2005,29747.0548,2.469598987,
Oman,2005,43265.7625,1.909835535,76.0084135
Other small states,2005,15203.4095,3.329199228,
Pakistan,2005,3780.6,9.06332737,55.778506
Panama,2005,10532.5776,2.855883248,81.285209
Peru,2005,6614.10814,1.616301939,87.1253772
Philippines,2005,4372.50023,6.516853933,78.6721992
Palau,2005,12521.6703,3.951462352,80.5060241
Papua New Guinea,2005,2336.29834,1.780804399,77.1065953
Poland,2005,13896.7934,2.183798724,86.8843883
Pre-demographic dividend,2005,2545.00092,7.797497818,
Puerto Rico,2005,29346.9235,,
"Korea, Dem. People's Rep.",2005,,,
Portugal,2005,22725.2775,2.277163949,91.7648793
Paraguay,2005,7488.94108,6.807382031,71.3547434
West Bank and Gaza,2005,3371.51388,4.107250707,80.7015256
Pacific island small states,2005,4571.20671,3.951462352,
Post-demographic dividend,2005,32963.6027,2.37531959,
French Polynesia,2005,,,
Qatar,2005,109910.402,8.814395323,73.5976206
Romania,2005,9602.10476,9.014912833,74.093496
Russian Federation,2005,11822.3467,12.68530395,61.449009
Rwanda,2005,935.802096,9.014089181,64.7364019
South Asia,2005,2914.12106,6.941475411,
Saudi Arabia,2005,47184.0664,0.479230398,77.2467538
Sudan,2005,3439.46069,8.505850759,56.5829464
Senegal,2005,2380.72809,1.711333259,87.0959011
Singapore,2005,58814.9145,0.425106277,87.951736
Solomon Islands,2005,1723.70955,7.330663416,65.7754126
Sierra Leone,2005,908.911061,,
El Salvador,2005,5249.86456,4.690948709,84.2404339
San Marino,2005,64843.9819,1.685488905,87.3945247
Somalia,2005,,,
Serbia,2005,9181.6883,16.11998065,65.215913
Sub-Saharan Africa (excluding high income),2005,2692.78981,6.605240855,
South Sudan,2005,,,
Sub-Saharan Africa,2005,2694.18053,6.427552781,
Small states,2005,13953.1117,3.592070135,
Sao Tome and Principe,2005,2251.72845,17.15220494,39.1718504
Suriname,2005,10410.7414,9.898004896,68.9487048
Slovak Republic,2005,16639.3941,2.709084946,86.8008204
Slovenia,2005,23852.643,2.451501323,86.8185229
Sweden,2005,34244.465,0.453170853,92.705673
Eswatini,2005,6211.04698,4.774004046,69.4558709
Sint Maarten (Dutch part),2005,,,89.2838172
Seychelles,2005,15431.8319,0.907187718,54.1029818
Syrian Arab Republic,2005,,7.240349393,70.3343696
Turks and Caicos Islands,2005,,,
Chad,2005,1546.49147,7.890365675,85.6286571
East Asia & Pacific (IDA & IBRD countries),2005,5318.18976,4.540369196,
Europe & Central Asia (IDA & IBRD countries),2005,10197.3073,7.579999291,
Togo,2005,1008.15088,6.78292893,84.7342453
Thailand,2005,10261.3249,4.540369196,86.5707619
Tajikistan,2005,1705.89711,7.091932441,58.8528388
Turkmenistan,2005,5832.26441,,
Latin America & the Caribbean (IDA & IBRD countries),2005,10302.3239,4.69927739,
Timor-Leste,2005,1367.22473,1.111674004,74.4115454
Middle East & North Africa (IDA & IBRD countries),2005,9202.84529,3.493685346,
Tonga,2005,4313.79633,8.665692211,76.7416062
South Asia (IDA & IBRD),2005,2914.12106,6.941475411,
Sub-Saharan Africa (IDA & IBRD countries),2005,2694.18053,6.427552781,
Trinidad and Tobago,2005,23496.957,6.874534596,64.5755158
Tunisia,2005,8235.4248,2.017786414,84.1682973
Turkiye,2005,12003.8479,8.179160368,65.8529522
Tuvalu,2005,2663.06779,,
Tanzania,2005,1628.26221,5.034570093,66.3325466
Uganda,2005,1511.40054,8.448726423,66.6789461
Ukraine,2005,7214.11182,13.56957649,51.2020062
Upper middle income,2005,7523.64442,4.540369196,
Uruguay,2005,11586.0199,4.69927739,70.5438041
United States,2005,44123.4071,3.392746845,89.5605324
Uzbekistan,2005,3643.70088,,
St. Vincent and the Grenadines,2005,9301.72206,3.733429165,81.5084772
"Venezuela, RB",2005,13664.4606,,
British Virgin Islands,2005,,,
Virgin Islands (U.S.),2005,,,
Vietnam,2005,3765.90015,8.284572431,59.8849627
Vanuatu,2005,2302.85204,1.199200533,83.9113194
World,2005,10201.9807,4.112183912,
Samoa,2005,4656.60186,1.856763926,76.4052396
Kosovo,2005,,-1.38518913,86.237791
"Yemen, Rep.",2005,3528.39014,11.81126394,59.9657482
South Africa,2005,10790.3306,2.062846165,74.2591702
Zambia,2005,2187.00772,18.3244397,59.9157784
Zimbabwe,2005,1706.3998,,
Aruba,2006,35429.1725,3.608024388,87.1727337
Africa Eastern and Southern,2006,2839.03032,8.898163802,
Afghanistan,2006,1078.90737,6.78459655,76.438703
Africa Western and Central,2006,2915.29159,4.415899842,
Angola,2006,5344.22385,13.30521018,60.8390117
Albania,2006,6566.57283,2.370728319,88.7267419
Andorra,2006,,,
Arab World,2006,13170.8514,3.544985916,
United Arab Emirates,2006,95781.5877,,
Argentina,2006,14967.625,,
Armenia,2006,6418.63642,2.892356625,78.5887723
American Samoa,2006,,,
Antigua and Barbuda,2006,23205.0451,1.787785374,91.0598242
Australia,2006,34369.6194,3.555287737,89.4120708
Austria,2006,37662.1852,1.441548511,92.6695587
Azerbaijan,2006,9243.49765,8.328924829,66.1026809
Burundi,2006,599.143951,2.745420002,62.9760619
Belgium,2006,35259.1867,1.791207701,92.0252279
Benin,2006,2137.53389,3.782176965,88.6805968
Burkina Faso,2006,1292.85885,2.333108564,88.953425
Bangladesh,2006,1903.73853,6.765261171,73.831491
Bulgaria,2006,11408.1181,7.261594628,78.0066777
Bahrain,2006,46249.7544,2.007469655,89.2525102
"Bahamas, The",2006,32436.074,2.389826274,90.2753795
Bosnia and Herzegovina,2006,7414.01942,6.125566156,90.2594769
Belarus,2006,11006.4559,6.997129035,66.0007743
Belize,2006,7342.81773,,
Bermuda,2006,71656.7236,,
Bolivia,2006,4339.99086,4.282396048,76.1699941
Brazil,2006,11654.8248,4.183568129,82.8714308
Barbados,2006,16150.5858,7.307662628,81.0656407
Brunei Darussalam,2006,79857.7017,0.159888078,95.6826806
Bhutan,2006,4417.20125,5.00045438,78.5883113
Botswana,2006,11323.7814,11.55521879,71.7208623
Central African Republic,2006,790.048697,6.695264658,86.2852961
Canada,2006,38119.4132,2.002025395,93.6891815
Central Europe and the Baltics,2006,15920.6683,3.930326038,
Switzerland,2006,46502.9283,1.059509283,96.7238636
Channel Islands,2006,,,
Chile,2006,15657.4776,3.392017337,86.5681499
China,2006,5842.77864,1.649430995,87.9362296
Cote d'Ivoire,2006,3222.57302,2.467191486,90.2802007
Cameroon,2006,2604.26647,5.11757816,90.1379071
"Congo, Dem. Rep.",2006,545.730969,13.05269497,66.2113197
"Congo, Rep.",2006,4700.68055,6.537843953,88.5406641
Colombia,2006,9045.17187,4.292450118,83.0918649
Comoros,2006,2071.54318,3.374363601,87.2621144
Cabo Verde,2006,4557.06916,5.369076871,87.009841
Costa Rica,2006,10738.608,11.47059681,70.7510695
Caribbean small states,2006,13806.4798,5.464555562,
Cuba,2006,,,
Curacao,2006,24587.775,3.114995241,86.8649318
Cayman Islands,2006,71482.5739,,
Cyprus,2006,30015.4141,2.30468733,90.8146464
Czech Republic,2006,23923.7039,2.533992583,89.1775667
Germany,2006,34160.3449,1.577428259,93.9161593
Djibouti,2006,,3.483406997,80.510549
Dominica,2006,8309.45365,2.202391326,88.0775913
Denmark,2006,37334.3902,1.924221385,91.7418088
Dominican Republic,2006,9284.75823,7.572805239,78.9408921
Algeria,2006,11788.5602,2.311499185,83.7174876
East Asia & Pacific (excluding high income),2006,5936.0897,4.63747436,
Early-demographic dividend,2006,5783.3694,5.796523376,
East Asia & Pacific,2006,8911.46948,3.936162599,
Europe & Central Asia (excluding high income),2006,11699.0412,7.795259728,
Europe & Central Asia,2006,22589.2391,3.192886378,
Ecuador,2006,8046.43168,3.298748463,82.8279488
"Egypt, Arab Rep.",2006,7614.84292,7.644526445,62.1725468
Euro area,2006,32535.6739,2.666314946,
